aspect,id,sentiment,target,text
general,706.0,Positive,LOCATION1,LOCATION1 is both lovely and cheap
price,706.0,Positive,LOCATION1,LOCATION1 is both lovely and cheap
shopping,706.0,Positive,LOCATION1,LOCATION1 is both lovely and cheap
touristy,706.0,Positive,LOCATION1,LOCATION1 is both lovely and cheap
safety,707.0,Positive,LOCATION1,LOCATION1 is a safe middle class area
general,708.0,Positive,LOCATION1,LOCATION1 is a nice place and has good connections to Central London
transit-location,708.0,Positive,LOCATION1,LOCATION1 is a nice place and has good connections to Central London
shopping,708.0,Positive,LOCATION1,LOCATION1 is a nice place and has good connections to Central London
touristy,708.0,Positive,LOCATION1,LOCATION1 is a nice place and has good connections to Central London
transit-location,715.0,Positive,LOCATION1,"LOCATION1 , LOCATION2 , there are literally dozens of areas Do n't restrict yourself to the Tube Network"
safety,717.0,Negative,LOCATION1,"You will see that LOCATION1 is the most dangerous London borough and , by far , has the most crime"
transit-location,718.0,Positive,LOCATION1,"LOCATION1 is directly linked to LOCATION1 by the DLR , which takes about 10 minutes"
general,720.0,Positive,LOCATION1,Try a place called LOCATION1 20 mins by train from London LOCATION2
general,720.0,Positive,LOCATION1,Try a place called LOCATION1 20 mins by train from London LOCATION2
general,723.0,Positive,LOCATION1,Great area is LOCATION1
green-nature,725.0,Positive,LOCATION1,"LOCATION1 scores highly for transport links and a huge shopping centre ; has some green spaces too ,"
shopping,725.0,Positive,LOCATION1,"LOCATION1 scores highly for transport links and a huge shopping centre ; has some green spaces too ,"
transit-location,725.0,Positive,LOCATION1,"LOCATION1 scores highly for transport links and a huge shopping centre ; has some green spaces too ,"
touristy,725.0,Positive,LOCATION1,"LOCATION1 scores highly for transport links and a huge shopping centre ; has some green spaces too ,"
general,728.0,Positive,LOCATION1,Could someone please tell me if they think LOCATION1 would match what I am looking for or suggest any other areas
general,729.0,Positive,LOCATION1,"Personally i would recommend LOCATION1 , with its Edwardian tree lined streets"
live,735.0,Positive,LOCATION1,LOCATION1 is also a lovely area to live
general,737.0,Positive,LOCATION1,From what I understand LOCATION1 is the safest and trendiest area
general,737.0,Positive,LOCATION1,From what I understand LOCATION1 is the safest and trendiest area
safety,737.0,Positive,LOCATION1,From what I understand LOCATION1 is the safest and trendiest area
quiet,738.0,Negative,LOCATION1,LOCATION1 is too noisy and polluted and too crowded with tourists visiting the museums there
general,739.0,Positive,LOCATION1,"i would recommend LOCATION1 , it is better in my opinion , hence it is more expensive i think"
price,739.0,Positive,LOCATION1,"i would recommend LOCATION1 , it is better in my opinion , hence it is more expensive i think"
general,741.0,Positive,LOCATION1,LOCATION1 which is nearby is also very nice some property expense
price,741.0,Negative,LOCATION1,LOCATION1 which is nearby is also very nice some property expense
transit-location,742.0,Negative,LOCATION1,"travel can be difficult , especially at LOCATION1 where there are no trains , just busses"
general,745.0,Positive,LOCATION1,"LOCATION1 is nice , but it 's not cheap"
price,745.0,Negative,LOCATION1,"LOCATION1 is nice , but it 's not cheap"
shopping,745.0,Negative,LOCATION1,"LOCATION1 is nice , but it 's not cheap"
dining,745.0,Negative,LOCATION1,"LOCATION1 is nice , but it 's not cheap"
touristy,745.0,Negative,LOCATION1,"LOCATION1 is nice , but it 's not cheap"
general,748.0,Negative,LOCATION1,Stay away from LOCATION1 though Hmm this could be tricky
general,749.0,Positive,LOCATION1,I 'd say LOCATION1
price,752.0,Negative,LOCATION1,"you could also try LOCATION1 , tho its certainly a bit posher-boho"
general,752.0,Positive,LOCATION1,"you could also try LOCATION1 , tho its certainly a bit posher-boho"
shopping,752.0,Negative,LOCATION1,"you could also try LOCATION1 , tho its certainly a bit posher-boho"
price,753.0,Negative,LOCATION1,But NOT in LOCATION1 where rents are astronomical
general,754.0,Positive,LOCATION1,Yes LOCATION1 is a nice suburb of LOCATION1
general,755.0,Positive,LOCATION1,LOCATION1 isnt bad
general,758.0,Positive,LOCATION1,I live in LOCATION1 in north it is quite brilliant that is where you want to be
general,759.0,Positive,LOCATION1,i would prefert LOCATION1 more
general,760.0,Positive,LOCATION1,LOCATION1 is quite nice and quaint beleive it or not
general,761.0,Negative,LOCATION1,"Nothing wrong with LOCATION1 , London is London and you only really get into trouble through your own behaviour"
safety,761.0,Negative,LOCATION1,"Nothing wrong with LOCATION1 , London is London and you only really get into trouble through your own behaviour"
general,763.0,Positive,LOCATION1,"As a general rule , anywhere on the LOCATION1 branch of the Northern Line is ok - except perhaps LOCATION2 and Archway which are a bit dangerous / grubby"
safety,763.0,Negative,LOCATION1,"As a general rule , anywhere on the LOCATION1 branch of the Northern Line is ok - except perhaps LOCATION2 and Archway which are a bit dangerous / grubby"
safety,763.0,Negative,LOCATION1,"As a general rule , anywhere on the LOCATION1 branch of the Northern Line is ok - except perhaps LOCATION2 and Archway which are a bit dangerous / grubby"
general,763.0,Positive,LOCATION1,"As a general rule , anywhere on the LOCATION1 branch of the Northern Line is ok - except perhaps LOCATION2 and Archway which are a bit dangerous / grubby"
transit-location,763.0,Positive,LOCATION1,"As a general rule , anywhere on the LOCATION1 branch of the Northern Line is ok - except perhaps LOCATION2 and Archway which are a bit dangerous / grubby"
transit-location,763.0,Positive,LOCATION1,"As a general rule , anywhere on the LOCATION1 branch of the Northern Line is ok - except perhaps LOCATION2 and Archway which are a bit dangerous / grubby"
safety,766.0,Negative,LOCATION1,Three of my friends were mugged within a 4 month time in LOCATION1 - 2 girls and 1 guy
general,768.0,Negative,LOCATION1,"For your information I have been to LOCATION1 many times , it 's a s hole"
general,770.0,Positive,LOCATION1,LOCATION1 is now a thriving area and lots of money has been spent n regeneration
price,771.0,Positive,LOCATION1,"It 's a myth that LOCATION1 is cheap , prices have shot up due to the Olympics The words `` dont cost too much `` and `` London `` dont belong in the same sentence"
shopping,771.0,Positive,LOCATION1,"It 's a myth that LOCATION1 is cheap , prices have shot up due to the Olympics The words `` dont cost too much `` and `` London `` dont belong in the same sentence"
transit-location,772.0,Positive,LOCATION1,LOCATION1 is the nearest station
general,773.0,Positive,LOCATION1,LOCATION1 is a nice place it has lots of residential areas and a shopping district
shopping,773.0,Positive,LOCATION1,LOCATION1 is a nice place it has lots of residential areas and a shopping district
general,774.0,Positive,LOCATION1,I currently live just off LOCATION1 and I like it
general,775.0,Positive,LOCATION1,"Places like the LOCATION1 Mess , Jam Circus , The cinema club and a few other foodie places have helped increase the area 's appeal"
general,783.0,Positive,LOCATION1,Try LOCATION1
general,784.0,Positive,LOCATION1,n Most of LOCATION1 is fine
general,785.0,Negative,LOCATION1,You probably heard bad things about LOCATION1 because it is regarded as an ugly part of Greater London
shopping,787.0,Positive,LOCATION1,The LOCATION1 area has excellent local shops and may be one to consider
general,788.0,Positive,LOCATION1,Yeah LOCATION1 is lovely
general,790.0,Positive,LOCATION1,Also try LOCATION1
transit-location,791.0,Positive,LOCATION1,"LOCATION1 is a lovely town with plenty of restaurants , you wo n't go hungry that 's for sure and if you wanted to pop up into London for an evening there 's trains every 15 minutes or so"
general,791.0,Positive,LOCATION1,"LOCATION1 is a lovely town with plenty of restaurants , you wo n't go hungry that 's for sure and if you wanted to pop up into London for an evening there 's trains every 15 minutes or so"
price,793.0,Negative,LOCATION1,As for LOCATION1 - you would find it hard to buy anything there for less than 250-300k
shopping,793.0,Negative,LOCATION1,As for LOCATION1 - you would find it hard to buy anything there for less than 250-300k
general,797.0,Positive,LOCATION1,"You 're very lucky - LOCATION1 is generally a lovely part of London , and very central"
transit-location,797.0,Positive,LOCATION1,"You 're very lucky - LOCATION1 is generally a lovely part of London , and very central"
shopping,797.0,Positive,LOCATION1,"You 're very lucky - LOCATION1 is generally a lovely part of London , and very central"
multicultural,797.0,Positive,LOCATION1,"You 're very lucky - LOCATION1 is generally a lovely part of London , and very central"
touristy,797.0,Positive,LOCATION1,"You 're very lucky - LOCATION1 is generally a lovely part of London , and very central"
transit-location,798.0,Negative,LOCATION1,"LOCATION1 is the nearest one - still a bit of a walk from there , though"
safety,800.0,Positive,LOCATION1,LOCATION1 might also be cheaper and a bit safer than LOCATION1 at night
price,800.0,Positive,LOCATION1,LOCATION1 might also be cheaper and a bit safer than LOCATION1 at night
shopping,800.0,Positive,LOCATION1,LOCATION1 might also be cheaper and a bit safer than LOCATION1 at night
general,801.0,Positive,LOCATION1,Best of luck If you want to live somewhere very trendy I would definitely try LOCATION1
